"fsym_id","ShortInterestDateCurrent","ShortInterestDateOneMonthAgo","ShortInterestDateTwoMonthsAgo","ShortInterestDateThreeMonthsAgo","ShortInterestDateFourMonthsAgo","ShortInterestDateFiveMonthsAgo","ShortInterestDateSixMonthsAgo","ShortInterestDateSevenMonthsAgo","ShortInterestDateEightMonthsAgo","ShortInterestDateNineMonthsAgo","ShortInterestDateTenMonthsAgo","ShortInterestDateElevenMonthsAgo","ShortInterestShsCurrent","ShortInterestShsOneMonthAgo","ShortInterestShsTwoMonthsAgo","ShortInterestShsThreeMonthsAgo","ShortInterestShsFourMonthsAgo","ShortInterestShsFiveMonthsAgo","ShortInterestShsSixMonthsAgo","ShortInterestShsSevenMonthsAgo","ShortInterestShsEightMonthsAgo","ShortInterestShsNineMonthsAgo","ShortInterestShsTenMonthsAgo","ShortInterestShsElevenMonthsAgo","ShortInterestRatioCurrent","ShortInterestRatioOneMonthAgo","ShortInterestRatioTwoMonthsAgo","ShortInterestRatioThreeMonthsAgo","ShortInterestRatioFourMonthsAgo","ShortInterestRatioFiveMonthsAgo","ShortInterestRatioSixMonthsAgo","ShortInterestRatioSevenMonthsAgo","ShortInterestRatioEightMonthsAgo","ShortInterestRatioNineMonthsAgo","ShortInterestRatioTenMonthsAgo","ShortInterestRatioElevenMonthsAgo","ShortInterestAsPercentOfFloat"
"KCDBTR-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",495,13382,10100,83,708,3465,11193,3437,3333,3939,2119,613,.00859226,.316921,.222022,.00198289,.0143048,.0783742,.154333,.0764849,.0503337,.0673817,.0234162,.0107069,.00257750237208324
"R9B8PW-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1508,1334,1564,5068,835,8,1655,4087,13781,1084,633,778,.0711959,.11088,.114478,.525781,.0578535,.000435185,.0736734,.305342,.768472,.0534992,.0174188,.0543524,.0231067978421806
"PGDZT4-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1926840,2676153,2515201,2721903,3506461,3227315,2625532,2861096,3266827,3251285,3729097,3845578,3.73374,5.9401,5.53816,6.06601,6.52753,5.62848,3.17738,5.50162,7.87783,4.77726,6.25439,4.6963,1.70076727832643
"P8YV6D-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",212164,149357,167644,200576,257760,305968,276147,315284,227823,146788,8211,35160,2.29282,2.36744,2.33572,2.3446,2.4963,3.23362,2.46917,2.45062,1.68222,.894236,.0569437,.236127," "
"KK0J06-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",65664,92404,97945,101112,125471,234151,338206,375767,346450,259413,253395,204234,.519432,1.00525,.776725,.860828,.888964,1.56588,2.21846,3.28135,2.87115,2.01647,1.9855,1.73422,.140629749458498
"VBGNQQ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",186507,233743,170697,60048,49876,56540,74677,98872,139045,268811,88770,149466,2.07375,3.21274,1.72364,.629857,.459099,.506091,.605182,.676515,.977243,1.57389,.852672,1.40775,.450815276683716
"BZDNXQ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",6761,6036,15125,17001,50583,37134,20543,7889,18437,31798,35434,8267,.267001,.216212,.812779,.984082,1.49499,1.22968,.656263,.285751,.888145,1.27192,.75107,.440766,.103900901806348
"SN77SL-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",9388,12654,7092,15804,14535,8402,20751,15454,25366,8965,15643,15141,.140071,.335516,.134816,.482153,.459474,.234372,.433052,.256976,.362781,.158049,.157525,.251771,.0398289408929693
"HR4F49-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",5813,8572,7155,5220,4083,1341,601,11679,10853,8596,15637,4187,.132972,.167513,.130661,.191496,.0967169,.0412463,.0142114,.355698,.195945,.284034,.455637,.120799," "
"F2JZ4R-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",24249,35361,30396,53333,12246,8235,11660,22067,18851,49843,13583,19300,.090244,.122082,.107784,.17878,.03173,.0253395,.0391161,.06486,.0900867,.213022,.0507082,.0752851,.0208856315683121
"PHPPJD-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",700,700,3430,2514,1480,1380,2224,2676,0,2449,1119,2433,.220681,.114286,.793064,1.54518,.701754,.255556,.71168,.605704," ",1.7186,.505192,3.10332," "
"LKVRXQ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1828,327,3718,1542,175,143,1027,789,1967,236,3347,2140,.208771,.0576415,.596407,.399689,.0555203,.0673893,.279076,.213186,.309569,.0530814,1.83498,.58089," "
"S9ZJ4R-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",951,1588,1349,3141,2309,935,1195,1365,0,824,2020,198,.672085,1.23101,.942697,1.38309,1.34479,.213519,.682467,.503319," ",.770093,.942604,.365989," "
"RK8NM3-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1110,4225,8899,6775,7208,6740,8851,7767,746,460,764,1643,.676005,2.39512,4.44062,1.48282,5.4939,4.62912,2.54193,1.49308,.0851015,.226489,.4,1.45013," "
"P322MW-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",74456,54739,25269,18748,21581,16038,11885,19401,12143,23727,45329,41539,.765559,.683878,.204833,.228222,.176276,.145311,.0827283,.198594,.0845566,.29751,.335115,.362954,.11487317750339
"STW7X5-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",35729,36482,37727,41089,55098,57754,10148,7742,6210,5297,3931,4347,2.34273,1.40472,2.32868,1.46079,3.7855,1.84317,.237352,.320925,.483871,.249953,.235417,.119568,.380401765760924
"FHG3GF-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",7640,14498,14180,11836,11158,3991,5514,10075,4087,1682,10445,10109,.389557,1.48682,1.52064,.605453,.567722,.193992,.227616,.401506,.212898,.0753956,.489548,.638315,.0705558778079323
"VLJ3GT-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",129285,40071,50273,42260,44097,45320,46707,23688,6925,20851,3339,6067,1.5697,.709159,.760134,.660849,.638661,.561635,.672827,.362335,.0877671,.226098,.0408545,.109854,.58342783358491
"NFVDJW-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",28185,36838,33382,26007,3504,17520,7094,2803,1938,2204,16486,16368,1.17457,1.41979,1.86034,1.0785,.116839,.676265,.200226,.126506,.0618932,.0749609,.499031,.797001," "
"RZX4CL-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",16767,19334,1317,19987,18740,1131,5648,3002,4670,2619,391,1525,2.97445,2.41494,.0733705,2.73308,3.58249,.15002,1.03311,.730769,.773307,.354254,.0419438,.187646,.72247012652599
"D7FLH5-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",6878,4891,7246,7639,2309,534,6891,2529,5631,5237,5785,1085,.572403,.297235,.340844,.862774,.385347,.0802887,.758336,.328228,.379626,.496257,.245752,.0785492,.162940953922392
"CSP1ZW-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",5820,1808,5862,2935,3616,8,320,646,451,552,673,2197,.685109,.258729,1.96382,1.05235,.704736,.0015241,.062366,.158295,.0360915,.0696706,.0959646,.347847,.251269081555382
"NRZPVQ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",16150,12852,3718,11266,5615,324,1662,3248,1276,1962,3899,2308,.495581,.368802,.181269,.401254,.173758,.0176557,.0614941,.0869472,.0304709,.045629,.085779,.0478838,.115165154318811
"F04BTQ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",11350,3084,7498,10012,5589,4023,8886,1856,4573,6720,6741,6148,1.0569,.739923,.957966,3.7625,.62176,.489357,.628875,.108754,.235443,.810029,.536021,.795858,.217857145599209
"WZNPK3-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2127,1542,244,329,484,929,2206,0,5,100,26,21,.324535,.378963,.0448694,.145382,.154485,.208156,.524988," ",.00058651,.027115,.00443989,.00848828," "
"CF9T59-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1315,1180,1216,1792,1668,2189,1180,6329,6911,5314,2053,2180,.293527,.408305,.323749,.511854,.479862,.599726,.262748,2.10546,.987286,1.171,.33502,.612359," "
"LSP775-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1740,667,5356,4374,4050,3667,4489,8651,1861,534,1605,540,.35532,.197046,.845462,5.289,.596465,1.13565,1.37573,1.66301,.405977,.103228,.259205,.120859," "
"P8WFM4-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1472,1539,1225,2960,186,32,19,412,1127,59,119,2784,.149578,.188326,.218282,.652413,.0911318,.0140289,.00953815,.152423,.212561,.0306812,.0490722,1.57913," "
"M09SD6-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",119825,170598,163241,127797,239641,255922,95950,61463,93402,70471,52947,38350,.716554,.904156,.632371,.6795,.822026,.743812,.430609,.380559,.474066,.332164,.217134,.20051," "
"V4SYLT-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1557,4977,8287,5347,2357,1926,1897,6153,22848,12228,6627,4501,.0394327,.135491,.213209,.173205,.0461144,.0506802,.0313704,.134242,.621207,.458166,.245399,.151733,.00929761060364722
"DF3GY7-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",6724,8817,25613,30459,76135,23896,51553,31168,69011,99424,100219,61699,.0688074,.0692105,.282998,.239755,.819643,.345288,.534283,.207939,.744174,.956966,.682073,.549417,.0204558260179063
"V9941F-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",39452,68099,37240,26654,18347,15986,10487,7392,48672,179573,219646,21660,.452608,.665263,.278734,.138375,.0900378,.156541,.0926201,.049086,.422489,1.44584,1.02401,.228573,.118710583765284
"VJ3TT3-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",26551,18265,14605,14805,19088,33040,121909,109240,121189,119698,117018,78802,.945279,.653746,.337399,.565919,.398239,.662031,1.0598,3.60183,4.22055,3.00123,2.08637,1.27375,.191268968862801
"DRB71H-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",105913,150242,111777,158519,183455,181920,98147,26706,12712,29654,31991,23987,1.20222,1.89632,1.12408,1.43563,1.73121,1.67583,.979755,.296925,.111266,.25629,.259568,.214774,.145414929149815
"KQPQ5P-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1431,10232,4785,644,1051,876,9778,7450,9384,7318,6599,7248,.0404249,.428494,.157463,.0270021,.0178154,.00691217,.231673,.281589,.364597,.361543,.256671,.214083," "
"SB6T1L-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1948610,1986424,2257342,2294949,2176298,1933544,1602788,1388220,1199565,1045655,1012104,749223,3.28741,3.42162,3.71688,5.18873,3.3318,2.97865,2.56394,2.89905,2.12614,1.32179,1.29473,1.04482," "
"LY6Q50-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",133315,159461,195575,185290,137768,54850,70679,19067,7178,79956,67676,25296,1.44513,1.64457,1.58885,1.52532,1.07226,.38198,.545152,.141496,.0501439,.526175,.408896,.15778," "
"R09G08-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",165374,166043,109443,98832,147574,57347,75154,59022,14062,31652,116742,90908,.807376,.808597,.558015,.567524,.592602,.348966,.398367,.343631,.0705509,.137458,.469328,.515071," "
"MTKCVJ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",227456,323017,457778,601252,461630,491342,705866,872476,532206,386404,192190,183263,.891421,1.0599,1.68757,2.34736,1.53375,1.53896,1.98635,2.66764,1.93585,1.14968,.583685,.583226," "
"GYHW83-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",57368,88219,37372,48718,22645,20935,24530,28347,25384,44438,70695,30273,1.24189,1.04373,.649417,1.27297,.270854,.367597,.271368,.497989,.573818,.634421,1.08307,.631253," "
"NVB0SL-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1269029,1326938,1198907,1153460,1160794,976424,908110,789244,898567,1146813,1108534,1064494,5.33593,7.08816,5.51635,5.99833,4.82922,5.65476,4.18766,4.71314,3.58623,4.81889,4.01082,4.28772," "
"WYM8VT-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",11831,42650,21562,12796,8717,7270,15417,87003,61931,46062,10750,6779,.305695,1.54261,.587873,.389754,.265576,.205176,.365211,1.77239,1.97743,.764362,.249837,.223184,.0672201853961235
"TLS4ZH-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",853955,856955,853755,864455,868255,856775,859055,863755,863755,878955,864155,862755,200.73,181.46,300.383,149.216,141.966,78.677,85.8219,199.994,154.582,81.8373,99.1629,62.4291,0
"WQ99WQ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",0,400,300,200,200,0,0,604,700,0,0,0,0,.133939,.114186,.0456777,.0437791," ",0,.127813,.147489," "," ",0,0
"SGJ2W9-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",9120807,5785723,5385646,4649970,5214057,4522419,4125513,3804753,3200538,2726245,2947896,3164533,5.16696,5.75294,6.70977,5.12879,4.41064,4.66329,2.23687,2.22687,3.92698,2.8916,2.3253,3.97046,10.8173082824584
"JMJT0B-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1400,1703,6766,17839,13900,12800,18200,25527,34174,29800,35600,40880,.420271,.217217,.820135,10.0487,6.36181,5.05674,8.43459,11.1472,14.1024,11.4537,16.5102,15.0957," "
"XLZ5NF-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",7200,2413,2100,1995,1000,1000,2800,600,1000,544,2300,876,4.76893,1.69102,1.27219,.951837,.355177,.271836,.843131,.219152,.130506,.054134,.424123,.185757,0
"L0ND5P-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1666163,1950601,2020220,2858220,2284187,2025684,1932617,1467917,670291,907586,1461444,1816390,1.51394,2.31473,2.12441,2.50854,2.46523,1.93049,1.28918,1.06586,.804344,.938766,1.19855,1.38493,0
"SM24D5-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",3839,3200,1165,87992,1500,1700,13450,300,98395,5500,2146,101050,.0736678,.0743759,.0187938,1.40683,.0350223,.111528,.997372,.0116871,3.70865,.120632,.0343436,.730405,0
"GL2G9H-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1015713,968308,1039742,1056661,1070481,1087275,1063423,1036500,1235848,1202428,1223207,1092810,2.32487,2.38965,3.13994,2.13512,1.88966,2.13059,1.82288,2.12793,3.62545,1.79017,1.62365,1.34337,0
"FMVSJ2-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1800,0,2000,521,0,271,0,0,0,0,1280,0,.0622899,0,.0490447,.0330008,0,.00703592," "," "," ",0,.00889918,0," "
"FJ4J4C-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",5218763,5115861,5693594,6297773,6619087,6683194,7281864,7683543,7920133,7604506,7664948,7862154,7.77253,4.30089,5.36762,9.91985,4.79757,6.58058,7.11353,6.20151,4.89658,5.71034,5.72316,5.3027,1.81669650189803
"MFTHGN-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",0,3500,0,1000,0,0,0,7000,5500,0,800,2800,0,.2,0,.137221," "," ",0,.308272,.545031,0,.0412592,.153233,0
"Q0F8FZ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",0,100,0,0,200,200,500,0,0,0,0,0,0,.236566," ",0,.603318,.905387,1.95105," "," "," "," "," ",0
"N9713B-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",9858873,9357188,10151594,10842544,11844004,12271907,12090510,12606225,12064047,14291523,14623689,15355407,13.9834,9.0003,12.5931,11.0742,7.95478,10.7187,7.00674,10.3787,7.15012,8.885,9.47552,13.2763," "
"S04KNP-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1800,600,2100,500,700,700,2800,10600,12400,12400,12500,14500,.0410755,.0161361,.0221386,.00477819,.0189182,.0190937,.086948,.19269,.311738,.396522,.26039,.512987,0
"LVYSTD-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",327236,384985,2000,1270,9335,0,6707,0,0,16796,11923,9068,2.80751,3.15592,.0139145,.00766879,.054373,0,.0304613," ",0,.0385663,.031302,.0343952,0
"QZ2T6Y-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",7020476,6768558,7858909,8218264,8787709,8429116,8580144,8396012,7540213,7248025,6965476,6652371,15.9487,7.77808,12.1137,13.0213,7.35926,9.97238,11.0681,7.57915,9.14857,12.2124,8.1393,10.0923,13.0526436736945
"D8T91C-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",3013,5800,777,5946,5550,800,600,1197,0,4764,1200,1200,.0390081,.0650612,.0111146,.119043,.0732187,.00674517,.00369593,.00977874,0,.0813291,.014302,.0122587,0
"NZMV05-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",6376602,6517337,6298797,6218423,5053679,5416703,6323249,5652007,6018364,7031912,7361009,6322892,2.59093,4.04412,3.24528,3.20482,2.41302,2.81673,3.76006,3.20731,3.51066,3.38547,2.09976,1.75837,1.95856731782442
"GB33KC-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1683873,1017313,1537220,1178306,2269144,3908126,8587709,8064339,7378834,8136161,8096574,8349305,2.60645,1.19579,1.27875,.627772,.508233,1.99098,7.84375,10.2187,13.6973,15.1671,18.2435,20.0153,2.09945802966613
"QWV5DL-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2376015,2787070,2658667,2606167,2993072,3978565,4496906,5610181,3456057,2814349,2997562,3052428,2.44164,2.6098,1.77693,2.60975,2.35744,2.71349,4.48242,4.43082,1.80019,1.95262,2.16016,2.48768,1.14460615774282
"CV1239-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",6386,43200,4697,2800,6543,12000,13500,9790,9521,2200,10635,30888,.0467944,.397386,.047072,.0278583,.147794,.313295,.326451,.136984,.0654019,.0114589,.0588514,.20413,0
